"","player","year","draft_year","qbr_pct","mean_epa","grades_offense","cpoe","pressure_to_sack_rate","dropbacks","qbr_pct_tot","mean_epa_tot","grade_avg","cpoe_tot","ptsr_tot","plays_tot"
"133","Jared Goff",2023,2016,0.84818621112608,0.125865641645977,85.7,1.34919430409584,13.9,761,0.833830196091678,0.0923319973753453,74.6770649825494,0.0756370606061197,0.15255905511811,6068
"134","Ben Roethlisberger",2012,2004,0.848083258819206,0.127917635293095,85.5,2.46794169351935,17.8,491,0.872477730964763,0.103001646829373,77.1441827805985,2.37271850468163,0.201841620626151,9351
"135","Drew Brees",2016,2001,0.847031644828544,0.151674083698714,83.2,4.19573146799148,15.7,704,0.972869350048072,0.178803718600378,86.2635875620379,4.13183080485271,0.133609333835152,9937
"136","Drew Brees",2006,2001,0.846150210387939,0.150645848626397,83.2,0.773245601081534,12.6,672,0.972869350048072,0.178803718600378,86.2635875620379,4.13183080485271,0.133609333835152,9937
"137","Philip Rivers",2017,2004,0.846088986330097,0.180995183286895,80.4,1.01832867459913,8.1,596,0.917394847674772,0.140416573109404,78.8187452677123,3.3383302806734,0.156499520919834,9390
"138","Jordan Love",2023,2020,0.843438470918636,0.143160890117577,83.6,1.40239073732354,13.7,689,0.946779582454491,0.165481911045013,81.1523153252481,1.86630226060992,0.112540192926045,1843
"139","Russell Wilson",2013,2012,0.84182255534651,0.139134380283879,83.8,5.70792840550775,20.2,583,0.906928024300898,0.0941193665854502,81.7031982670744,4.81271859477548,0.19652448657188,8157
"140","Derek Carr",2016,2014,0.841489087162998,0.122456654948667,85.3,-0.0306117275955449,11.3,593,0.755940936656482,0.0328710814177297,74.4728541964144,0.476696190573837,0.159458051068265,6369
"141","Tony Romo",2006,NA,0.839900386523904,0.198873250631569,78.1,6.85341132550754,17.3,407,0.888452665955759,0.138554442608871,75.5349141455437,3.60954522236787,0.171518987341772,4927
"142","Kirk Cousins",2016,2012,0.838528305843269,0.170160076129827,80.6,4.97469433356781,11.3,638,0.840447634789991,0.0639162014045631,77.8174397314617,2.16821688592393,0.156331877729258,6663
"143","Tua Tagovailoa",2023,2020,0.837496808889278,0.10055266481221,86.9,3.14971449145352,19,655,0.829241027837772,0.0967667853471006,73.9006259204713,2.0909679449364,0.193504736129905,2733
"144","Ben Roethlisberger",2018,2004,0.834311478864584,0.191518434716464,78.2,1.68245276309786,13.9,713,0.872477730964763,0.103001646829373,77.1441827805985,2.37271850468163,0.201841620626151,9351
"145","Philip Rivers",2020,2004,0.832912116873094,0.176933071816356,79.4,0.326465101618516,13.3,610,0.917394847674772,0.140416573109404,78.8187452677123,3.3383302806734,0.156499520919834,9390
"146","Matt Schaub",2010,2004,0.832279415243891,0.120826960569322,84.5,0.574691744511335,17.3,611,0.823389017341311,0.0775286493325375,75.1906028870648,2.2093969176906,0.152347209920283,3571
"147","Deshaun Watson",2019,2017,0.831580785544055,0.139615246610682,82.7,2.11569120753623,20.6,691,0.862672084678186,0.0777306943763373,78.5163334462894,2.46797888280481,0.216765453005927,3074
"148","Matt Ryan",2010,2008,0.828791345426119,0.126791714646684,83.6,0.933629840235167,13.9,650,0.905821684389687,0.103304957449785,80.730351371077,2.39272746788411,0.1603125,9661
"149","Kirk Cousins",2019,2012,0.82826130012083,0.119697915085625,84.2,3.7663632488796,18,549,0.840447634789991,0.0639162014045631,77.8174397314617,2.16821688592393,0.156331877729258,6663
"150","Jalen Hurts",2023,2020,0.823049208084145,0.0869408132570207,86.7,4.1406827817734,14.4,661,0.918380040060316,0.115993794769591,81.179203539823,2.63807687881738,0.174137931034483,3699
"151","Ryan Fitzpatrick",2020,2005,0.820561259374914,0.210334692394176,75.1,3.40948683407271,14.3,299,0.579017019221932,0.0214060981796244,65.4498023005032,-0.630337029579215,0.160486995019369,5674
"152","Lamar Jackson",2020,2018,0.819606943386252,0.163699401043263,79.3,1.28224765686068,19.1,519,0.947985789496349,0.151695555005889,82.6389319092123,1.71496895980152,0.186909090909091,4479
"153","Lamar Jackson",2022,2018,0.817177207551535,0.0970565809800226,85.2,-0.617372073401911,20.9,378,0.947985789496349,0.151695555005889,82.6389319092123,1.71496895980152,0.186909090909091,4479
"154","Jay Cutler",2008,2006,0.816699336355211,0.161746092846983,79.2,1.55441635689199,6.7,652,0.609306851373976,0.00151636696416419,68.8570619404349,0.853191268363745,0.174986580783682,5575
"155","Aaron Rodgers",2019,2005,0.81417211266981,0.110238078585063,83.7,1.72353637727661,17.4,704,0.964422122476818,0.163827268420847,85.178209317524,2.99957662314051,0.206874802901293,10789
"156","Aaron Rodgers",2008,2005,0.813755098873874,0.159784974247798,79.1,4.6072439620128,20.7,600,0.964422122476818,0.163827268420847,85.178209317524,2.99957662314051,0.206874802901293,10789
"157","Derek Carr",2020,2014,0.811954226673196,0.097094381621175,84.7,2.57280097777392,15.3,566,0.755940936656482,0.0328710814177297,74.4728541964144,0.476696190573837,0.159458051068265,6369
"158","Matthew Stafford",2016,2009,0.810198151013918,0.131154373869715,81.4,-0.407774432324896,18.5,696,0.848358569582663,0.0779857511209702,77.2090909090909,-1.07672975651007,0.180039138943249,10152
"159","C.J. Stroud",2023,2023,0.809658730105788,0.112136045356383,83.1,0.10196715593338,17.4,618,0.808322455512967,0.0502852662476123,76.5215425531915,-0.894767989241888,0.185185185185185,1904
"160","Ben Roethlisberger",2016,2004,0.807906402717192,0.140780831886318,80.3,2.02171970407168,13,630,0.872477730964763,0.103001646829373,77.1441827805985,2.37271850468163,0.201841620626151,9351
"161","Josh Freeman",2010,2009,0.807284697386162,0.161882182756486,78.3,1.78633151583917,12.6,544,0.474732736685756,-0.00968687860582921,62.9298330404218,-2.70616149706724,0.134872417982989,2330
"162","Dak Prescott",2021,2016,0.806743198527596,0.116792042672678,82.4,1.54456761940434,15.8,703,0.91826649078844,0.126672625636074,80.1896866606983,1.56837276878728,0.162627894453419,5757
"163","Matthew Stafford",2020,2009,0.805483772402255,0.119872302331216,82,-1.02414509244994,23.5,583,0.848358569582663,0.0779857511209702,77.2090909090909,-1.07672975651007,0.180039138943249,10152
"164","Philip Rivers",2011,2004,0.800674733102571,0.15311090439781,78.5,3.86004816392532,16.6,621,0.917394847674772,0.140416573109404,78.8187452677123,3.3383302806734,0.156499520919834,9390
"165","Matt Ryan",2014,2008,0.80038795031572,0.0832948182202313,84.9,1.43605685147407,12.9,683,0.905821684389687,0.103304957449785,80.730351371077,2.39272746788411,0.1603125,9661
"166","Eli Manning",2009,2004,0.79821836688851,0.164816425855359,77.2,2.27070520993018,18.2,546,0.694153615545357,0.0282976552440639,71.1055609519184,-0.671334258350571,0.149146110056926,8283
"167","Justin Herbert",2020,2020,0.797868861825813,0.135139609985627,79.9,0.011846217615851,13.4,653,0.916847081363501,0.0880793321491553,83.5201348988259,0.290545894438753,0.168914123491838,4098
"168","Jared Goff",2025,2016,0.79653698766519,0.157738981671656,77.7,1.77659557743387,17,623,0.833830196091678,0.0923319973753453,74.6770649825494,0.0756370606061197,0.15255905511811,6068
"169","Jameis Winston",2021,2015,0.795847026918816,0.197264883073866,74,-3.13750013611675,13.8,191,0.745561601925387,0.0720905685325468,70.2280481137233,0.952603131156615,0.172628304821151,3739
"170","Kirk Cousins",2023,2012,0.792534274802945,0.0625928889955179,86.1,4.28785780901151,15.7,331,0.840447634789991,0.0639162014045631,77.8174397314617,2.16821688592393,0.156331877729258,6663
"171","Patrick Mahomes",2025,2017,0.791636010580278,0.171458808514101,76,0.336414833905581,16.6,594,0.986311844782709,0.229853242061069,87.3423252775963,2.88014484254724,0.127845036319613,6164
"172","Derek Carr",2019,2014,0.789221380764163,0.126771347652535,79.9,5.69015412965089,18.4,556,0.755940936656482,0.0328710814177297,74.4728541964144,0.476696190573837,0.159458051068265,6369
"173","Matt Ryan",2020,2008,0.788289340785576,0.0911151754947944,83.1,1.23282520480417,17.6,683,0.905821684389687,0.103304957449785,80.730351371077,2.39272746788411,0.1603125,9661
"174","Sam Darnold",2025,2018,0.788057838910708,0.135438996113801,79,4.73582795656371,14.9,625,0.562658000739064,-0.0173987072537432,68.1403943830296,0.320302740433737,0.183641975308642,3427
"175","Kyler Murray",2024,2019,0.787736352054913,0.102539309337107,82,2.11786447868695,16.7,614,0.794833545148877,0.0501598653424721,75.5458480565371,0.679140995148188,0.195219123505976,3670
"176","Trevor Lawrence",2025,2021,0.785868969269105,0.0822965368805471,83.7,-2.0475427629848,16.4,682,0.758679645533799,0.0222559806540314,75.61973727422,-1.26979408718291,0.163561076604555,3168
"177","Kyler Murray",2020,2019,0.783592244954053,0.0899249225224572,82.8,2.22468805696928,15.7,638,0.794833545148877,0.0501598653424721,75.5458480565371,0.679140995148188,0.195219123505976,3670
"178","Drew Brees",2007,2001,0.782032187302626,0.068903371777754,84.6,4.67173563078117,9.8,675,0.972869350048072,0.178803718600378,86.2635875620379,4.13183080485271,0.133609333835152,9937
"179","Tom Brady",2009,2000,0.78148396409988,0.168343268763655,75.4,2.83631505661233,12.1,632,0.975974394325955,0.185820821703601,86.6869699306091,1.63802309922167,0.148623279098874,11871
"180","Ben Roethlisberger",2013,2004,0.779378780011202,0.0783756545733821,83.5,3.03906187854152,20.3,639,0.872477730964763,0.103001646829373,77.1441827805985,2.37271850468163,0.201841620626151,9351
"181","Brian Hoyer",2016,NA,0.779063680959922,0.118281108625216,79.8,3.39856746116864,8,206,0.428191368262379,-0.044722183814461,63.7285714285714,-3.98539331534605,0.183838383838384,1737
"182","Jacoby Brissett",2022,2016,0.777137967962944,0.0860737343804611,82.6,2.88820975271725,17.5,416,0.556698108916376,-0.0180830323167027,67.8948222565688,-1.2221675388783,0.188177339901478,2672
"183","Case Keenum",2017,NA,0.776351816259736,0.09838424302354,81.4,2.73199400959168,10.3,615,0.504780497467696,-0.0363300197459455,66.8966666666667,-1.69882620473045,0.146288209606987,2554
"184","Mike Vick",2011,NA,0.774158192576356,0.118092612029791,79.4,1.085190347782,11.6,498,0.62657921437262,0.0307781938141324,67.1109600679694,0.0202824669376846,0.185381355932203,2515
"185","Jake Browning",2023,NA,0.774127812419675,0.119151156211768,79.3,3.86625628313448,23.5,284,0.593818734456175,-0.0237055105057451,70.3398104265403,2.68301857309153,0.208860759493671,435
"186","Ryan Tannehill",2021,2012,0.773365657910379,0.0706479433690024,83.7,2.24572668198503,22.3,625,0.787563695764108,0.0411447439112735,75.8522718944668,1.50029000300119,0.21996879875195,5646
"187","Matt Ryan",2011,2008,0.772297173077823,0.11638703742783,79.4,1.96193220945072,15.4,651,0.905821684389687,0.103304957449785,80.730351371077,2.39272746788411,0.1603125,9661
"188","Kyler Murray",2021,2019,0.769139990270333,0.0754856356447893,82.9,2.87371957241887,17.6,582,0.794833545148877,0.0501598653424721,75.5458480565371,0.679140995148188,0.195219123505976,3670
"189","Russell Wilson",2016,2012,0.76831383077847,0.0649587337834537,83.8,4.9184033411965,15.8,701,0.906928024300898,0.0941193665854502,81.7031982670744,4.81271859477548,0.19652448657188,8157
"190","Tyrod Taylor",2015,2011,0.765101347776289,0.135939521059077,77,3.02252595229124,20.2,468,0.723827192317227,0.0405367941619109,71.7542250530786,0.646329738804245,0.206933911159263,2506
"191","Jimmy Garoppolo",2019,2014,0.761996629843036,0.129900283609459,77.3,1.80583679013782,22.7,589,0.851707203026036,0.130461860741263,72.7147266313933,0.465782544219835,0.210826210826211,2340
"192","Peyton Manning",2014,1998,0.7615800232382,0.133874585685857,76.9,2.80860786286878,12.7,662,0.981802038743403,0.202984716390671,87.4769541099344,4.3717511069132,0.112998040496408,5990
"193","Justin Herbert",2023,2020,0.761520823127701,0.040387092314511,85.5,-0.311126205103123,15.6,520,0.916847081363501,0.0880793321491553,83.5201348988259,0.290545894438753,0.168914123491838,4098
"194","Mac Jones",2025,2021,0.760076605492283,0.134709792766242,76.7,3.36727350950241,17.7,321,0.598007529460322,-0.0113088276733885,69.4293556085919,0.566731374720916,0.194719471947195,2162
"195","Brett Favre",2007,NA,0.759999128336356,0.153110636534363,75,4.00532036242278,8.7,615,0.709696801495401,0.0547414158678799,69.6072990126939,1.31839030701737,0.166666666666667,2855
"196","Tua Tagovailoa",2024,2020,0.759462286676272,0.20478378235234,70.2,3.78091796541337,21,435,0.829241027837772,0.0967667853471006,73.9006259204713,2.0909679449364,0.193504736129905,2733
"197","Matt Ryan",2015,2008,0.758965442636451,0.0880931361188461,80.9,0.164264802072869,14,657,0.905821684389687,0.103304957449785,80.730351371077,2.39272746788411,0.1603125,9661
"198","Deshaun Watson",2018,2017,0.754916222132558,0.0845216689493059,80.9,3.32553748179365,21.6,685,0.862672084678186,0.0777306943763373,78.5163334462894,2.46797888280481,0.216765453005927,3074
"199","Geno Smith",2023,2013,0.754694503766074,0.0625980259299183,82.9,2.44413599435051,13.9,553,0.620082236201769,-0.023721947980981,71.7340005560189,1.85478331579015,0.199714693295292,3719
"200","Joe Flacco",2014,2008,0.75438161306278,0.135115690284607,76.2,-0.320337538027996,9,659,0.62135294673375,0.00291451803018205,69.3721313461771,-0.559324360465622,0.171396140749149,8401
"201","Aaron Rodgers",2017,2005,0.75349156973591,0.101742336390954,79.2,0.847075255508097,22.4,276,0.964422122476818,0.163827268420847,85.178209317524,2.99957662314051,0.206874802901293,10789
"202","Tom Brady",2013,2000,0.753426511070197,0.103858292949289,79,-1.46036070288102,18.6,739,0.975974394325955,0.185820821703601,86.6869699306091,1.63802309922167,0.148623279098874,11871
"203","Matt Ryan",2008,2008,0.752917867717585,0.105586268253479,78.8,1.52040268749063,14.9,517,0.905821684389687,0.103304957449785,80.730351371077,2.39272746788411,0.1603125,9661
"204","Jimmy Garoppolo",2022,2014,0.752329263658761,0.185469337321052,71.4,-1.04548200672748,18.8,328,0.851707203026036,0.130461860741263,72.7147266313933,0.465782544219835,0.210826210826211,2340
"205","Russell Wilson",2014,2012,0.752179069886699,0.151658257399759,74.5,3.4563798725605,18.5,634,0.906928024300898,0.0941193665854502,81.7031982670744,4.81271859477548,0.19652448657188,8157
"206","Matthew Stafford",2011,2009,0.749128049993131,0.131620629567414,76.1,1.46651655731053,19.8,755,0.848358569582663,0.0779857511209702,77.2090909090909,-1.07672975651007,0.180039138943249,10152
"207","Tony Romo",2011,NA,0.74848225442732,0.147357735581529,74.6,4.42822078960415,20.5,565,0.888452665955759,0.138554442608871,75.5349141455437,3.60954522236787,0.171518987341772,4927
"208","Andrew Luck",2014,2012,0.746150634957994,0.093193808807412,79.4,0.449527157613067,9.4,807,0.864984268570616,0.0849663287576341,78.0720705064548,-1.17552394427875,0.123580494321977,4073
"209","Eli Manning",2012,2004,0.745378247257637,0.100133834242598,78.7,0.734903473975295,11.3,564,0.694153615545357,0.0282976552440639,71.1055609519184,-0.671334258350571,0.149146110056926,8283
"210","Jeff Garcia",2008,NA,0.743650218630479,0.0921308857283524,79.3,3.7141089408618,20.2,425,0.807147162822568,0.077851647004349,73.9191163210099,2.04653378110379,0.12807881773399,1121
"211","Andy Dalton",2018,2011,0.742680661356875,0.0630526842197885,81.9,-3.04161776431134,16.5,398,0.651017645246105,0.00911870113984911,70.4172870269428,-0.237496620137344,0.207317073170732,6547
"212","Trevor Lawrence",2022,2021,0.740442110141946,0.0969942580161161,78.6,0.612604673432861,14.8,733,0.758679645533799,0.0222559806540314,75.61973727422,-1.26979408718291,0.163561076604555,3168
"213","Chad Pennington",2008,NA,0.740425815100106,0.142611292122987,74.4,4.71412483785017,18.4,552,0.635852442550806,0.0515859108653396,65.7139827700464,4.56302006274083,0.209567198177677,1519
"214","Carson Wentz",2018,2016,0.739857143125303,0.0878046130645968,79.4,5.09624965865203,22.1,448,0.699974312784475,0.0246883244780608,71.7746132386508,-0.582893685404497,0.193265007320644,4099
"215","Daniel Jones",2025,2019,0.738928752294603,0.170672041231769,71.7,2.29714193229062,14.6,429,0.66402305786485,-0.000218385322785444,71.9906939558682,-0.0200274713027343,0.193836171938362,3348
"216","Philip Rivers",2014,2004,0.738457474763981,0.10399847504818,77.8,4.85918843989686,16.9,627,0.917394847674772,0.140416573109404,78.8187452677123,3.3383302806734,0.156499520919834,9390
"217","Kurt Warner",2008,NA,0.736810108600008,0.151493098077338,73.3,5.61470797591555,12.5,767,0.807258351527267,0.0815436597808323,73.5905864958107,4.46924263283082,0.140672782874618,2044
"218","Jared Goff",2017,2016,0.734599334306092,0.125725219016729,75.5,-1.68485611619189,14.1,560,0.833830196091678,0.0923319973753453,74.6770649825494,0.0756370606061197,0.15255905511811,6068
"219","Bo Nix",2025,2024,0.732478683842339,0.106559508470476,77.1,-1.42967851638794,9.5,730,0.861881158596125,0.0861384979850162,77.6760683760684,-0.575386329998215,0.112676056338028,1456
"220","Jeff Garcia",2007,NA,0.729748978771726,0.065163300943431,80.7,2.44882126565033,10.8,407,0.807147162822568,0.077851647004349,73.9191163210099,2.04653378110379,0.12807881773399,1121
"221","Jordan Love",2024,2020,0.729058145733115,0.117823171735227,75.8,0.170939254599649,9.3,492,0.946779582454491,0.165481911045013,81.1523153252481,1.86630226060992,0.112540192926045,1843
"222","Cam Newton",2012,2011,0.728644165733199,0.154417550793891,72.4,-1.63954820173482,17.7,555,0.749473134882384,0.0574489318781249,71.8133707865169,-1.50275250415999,0.187700534759358,6142
"223","Baker Mayfield",2018,2018,0.727121803828019,0.0358147061291435,83.2,1.32141025831639,16.2,531,0.799481316813573,0.0560112935566795,75.3476333907057,-0.523748714759328,0.209929078014184,4712
"224","Jalen Hurts",2025,2020,0.725551653298371,0.0834026852425044,78.7,2.36323640687864,16.3,569,0.918380040060316,0.115993794769591,81.179203539823,2.63807687881738,0.174137931034483,3699
"225","Eli Manning",2010,2004,0.724923785236419,0.0568081511523369,81.1,2.54689352709178,9.2,565,0.694153615545357,0.0282976552440639,71.1055609519184,-0.671334258350571,0.149146110056926,8283
"226","Jared Goff",2022,2016,0.723851764725895,0.150443303782835,72.4,-1.48492688279983,12.3,626,0.833830196091678,0.0923319973753453,74.6770649825494,0.0756370606061197,0.15255905511811,6068
"227","Ben Roethlisberger",2011,2004,0.722169761739828,0.115376553036029,75.5,2.40030726265777,22.5,613,0.872477730964763,0.103001646829373,77.1441827805985,2.37271850468163,0.201841620626151,9351
"228","Mac Jones",2021,2021,0.721891597396314,0.0662573395130995,80,2.53542693325015,18.2,609,0.598007529460322,-0.0113088276733885,69.4293556085919,0.566731374720916,0.194719471947195,2162
"229","Andrew Luck",2013,2012,0.721865280403353,0.092310493650138,77.6,-1.43059865441374,13.1,739,0.864984268570616,0.0849663287576341,78.0720705064548,-1.17552394427875,0.123580494321977,4073
"230","Nick Foles",2018,2012,0.720980897288612,0.102447868256997,76.6,2.86181486691489,11.9,278,0.518890232819552,-0.0271987566420665,66.7850060459492,0.585883137026518,0.154025670945158,2545
"231","Teddy Bridgewater",2021,2014,0.717964798490384,0.133656402250185,73.5,3.91055452970811,17.3,472,0.717285920985617,0.0486039204260432,70.6217661691542,2.27714308156756,0.183189655172414,2449
"232","Caleb Williams",2025,2024,0.716459593546635,0.0954884759878505,76.9,-4.0021231950106,9.6,737,0.701381243598724,0.0210409623745641,72.1899224806202,-2.2100649682254,0.185258964143426,1472
"233","Russell Wilson",2017,2012,0.714170398502816,0.0729833487877649,78.8,4.61885867398659,15.9,655,0.906928024300898,0.0941193665854502,81.7031982670744,4.81271859477548,0.19652448657188,8157
"234","Kurt Warner",2007,NA,0.713060175975103,0.0101549194138928,84.5,2.84047778528016,12.7,474,0.807258351527267,0.0815436597808323,73.5905864958107,4.46924263283082,0.140672782874618,2044
"235","Jay Cutler",2013,2006,0.711812435622266,0.0363058159493507,82,4.80343517661095,12.6,387,0.609306851373976,0.00151636696416419,68.8570619404349,0.853191268363745,0.174986580783682,5575
"236","Matthew Stafford",2013,2009,0.7107585144022,0.0560965630469809,80.1,-3.32204948267623,11.9,668,0.848358569582663,0.0779857511209702,77.2090909090909,-1.07672975651007,0.180039138943249,10152
"237","Baker Mayfield",2023,2018,0.70982017640782,0.0868464586607537,77.2,-0.201779632706351,19.4,728,0.799481316813573,0.0560112935566795,75.3476333907057,-0.523748714759328,0.209929078014184,4712
"238","Shaun Hill",2010,NA,0.706411750503043,0.0482528413518533,80.5,-2.03617831241239,13.2,448,0.639539375785743,0.0103838435057746,69.673150887574,-0.408555903662009,0.202409638554217,1360
"239","Matt Schaub",2012,2004,0.704815722735799,0.127371861148974,73.1,0.910388185574224,14.7,665,0.823389017341311,0.0775286493325375,75.1906028870648,2.2093969176906,0.152347209920283,3571
"240","Jalen Hurts",2021,2020,0.704034839796929,0.0832895737534755,77.1,-0.612751638467333,13.1,556,0.918380040060316,0.115993794769591,81.179203539823,2.63807687881738,0.174137931034483,3699
"241","Philip Rivers",2007,2004,0.702020000597678,0.0556074913119137,79.5,2.69678244058616,11.8,580,0.917394847674772,0.140416573109404,78.8187452677123,3.3383302806734,0.156499520919834,9390
"242","Tyrod Taylor",2016,2011,0.701743879268284,0.0977591760702407,75.6,2.21770922719585,19.4,529,0.723827192317227,0.0405367941619109,71.7542250530786,0.646329738804245,0.206933911159263,2506
"243","Nick Foles",2017,2012,0.700154257965785,0.12256994061307,73.2,4.08392135292438,10,215,0.518890232819552,-0.0271987566420665,66.7850060459492,0.585883137026518,0.154025670945158,2545
"244","Alex Smith",2016,2005,0.699799694717414,0.0766574961319,77.4,1.74209884717129,19.7,578,0.676150969530275,0.0309547597539487,69.8296921549156,-0.359460613402984,0.203784570596798,6155
"245","Tony Romo",2013,NA,0.698775266400681,0.0714991250036535,77.8,0.170206846827168,17.2,579,0.888452665955759,0.138554442608871,75.5349141455437,3.60954522236787,0.171518987341772,4927
"246","Carson Palmer",2006,2003,0.696858831410069,0.102575864269907,74.8,5.45323239506626,20.5,562,0.740883921606478,0.0567269516676051,71.333719938598,2.06947404338791,0.156570841889117,5904
"247","Jimmy Garoppolo",2021,2014,0.696322528404046,0.141264387901577,71.2,0.594517310340721,19.8,556,0.851707203026036,0.130461860741263,72.7147266313933,0.465782544219835,0.210826210826211,2340
"248","Bo Nix",2024,2024,0.695959362818382,0.0638396934319274,78.3,0.364635882138366,13.4,674,0.861881158596125,0.0861384979850162,77.6760683760684,-0.575386329998215,0.112676056338028,1456
"249","Tony Romo",2012,NA,0.694892580184053,0.110802168877655,73.9,2.71517539396882,16.6,693,0.888452665955759,0.138554442608871,75.5349141455437,3.60954522236787,0.171518987341772,4927
"250","Kirk Cousins",2022,2012,0.694493868314406,0.0518197318868992,79.3,2.02465098179304,17.1,740,0.840447634789991,0.0639162014045631,77.8174397314617,2.16821688592393,0.156331877729258,6663
"251","Dak Prescott",2022,2016,0.69329727175506,0.132361883960489,71.8,0.540576686092226,13.9,507,0.91826649078844,0.126672625636074,80.1896866606983,1.56837276878728,0.162627894453419,5757
"252","Geno Smith",2024,2013,0.692588424288545,0.0155546530738908,82.5,5.63953366897166,19.9,652,0.620082236201769,-0.023721947980981,71.7340005560189,1.85478331579015,0.199714693295292,3719
"253","Carson Palmer",2014,2003,0.691580248531065,0.127754198461305,72.1,0.329470246622007,10.3,238,0.740883921606478,0.0567269516676051,71.333719938598,2.06947404338791,0.156570841889117,5904
"254","Joe Flacco",2009,2008,0.691382663204004,0.0580664278083887,78.5,1.73009310696107,22.9,597,0.62135294673375,0.00291451803018205,69.3721313461771,-0.559324360465622,0.171396140749149,8401
"255","Alex Smith",2011,2005,0.691126364083938,0.0567790517311634,78.6,-1.6542475443692,22.3,594,0.676150969530275,0.0309547597539487,69.8296921549156,-0.359460613402984,0.203784570596798,6155
"256","Daniel Jones",2022,2019,0.687647854793357,0.08447983261134,75.8,1.42725288749216,18.7,650,0.66402305786485,-0.000218385322785444,71.9906939558682,-0.0200274713027343,0.193836171938362,3348
"257","Deshaun Watson",2017,2017,0.686454628456565,0.167206557712078,68.1,2.25913881665409,16.5,241,0.862672084678186,0.0777306943763373,78.5163334462894,2.46797888280481,0.216765453005927,3074
"258","Cam Newton",2013,2011,0.686358580357271,0.111722798986348,73.2,1.00584111623163,21.9,587,0.749473134882384,0.0574489318781249,71.8133707865169,-1.50275250415999,0.187700534759358,6142
"259","Kirk Cousins",2015,2012,0.684914785427528,0.136674548149822,70.8,5.17719049253367,14.2,626,0.840447634789991,0.0639162014045631,77.8174397314617,2.16821688592393,0.156331877729258,6663
"260","Andy Dalton",2022,2011,0.681507359692974,0.0112638370314569,82.1,0.617999202766261,21.2,415,0.651017645246105,0.00911870113984911,70.4172870269428,-0.237496620137344,0.207317073170732,6547
"261","Jimmy Garoppolo",2020,2014,0.680908561786591,0.169422572537716,67.5,0.244953148606895,28.9,155,0.851707203026036,0.130461860741263,72.7147266313933,0.465782544219835,0.210826210826211,2340
"262","Tom Brady",2006,2000,0.680809765965349,0.107418542954961,73.2,0.396754817014347,14.4,681,0.975974394325955,0.185820821703601,86.6869699306091,1.63802309922167,0.148623279098874,11871
"263","Sam Darnold",2024,2018,0.679817531903643,0.025168424834602,80.7,3.21635416429826,21.7,672,0.562658000739064,-0.0173987072537432,68.1403943830296,0.320302740433737,0.183641975308642,3427
"264","Donovan McNabb",2008,NA,0.676489919622255,0.0953977549134845,74,-0.536405614125514,13.9,747,0.700649329482049,0.0467187215252501,69.8044605809129,-1.44966205251565,0.192148760330579,2933
"265","Philip Rivers",2006,2004,0.674602302178278,0.111332006579534,72.4,0.85446225605748,17.9,537,0.917394847674772,0.140416573109404,78.8187452677123,3.3383302806734,0.156499520919834,9390
"266","Matthew Stafford",2017,2009,0.672567880536958,0.0424142844064501,78.6,0.630649695438998,20,628,0.848358569582663,0.0779857511209702,77.2090909090909,-1.07672975651007,0.180039138943249,10152
"267","Sam Bradford",2016,2010,0.672560945962917,0.0630515382451581,76.7,4.52221322580765,18.8,596,0.52832133695777,-0.052169890755728,69.5458036543822,-1.78140429316448,0.181399631675875,3238
"268","Sage Rosenfels",2007,NA,0.667835405180378,0.136586108038412,69.6,1.00146381144828,7.5,253,0.691174846153116,0.0827577970234043,65.9645962732919,2.19260013197669,0.113475177304965,492
"269","Colin Kaepernick",2013,2011,0.665747457410933,0.150210786874557,68.2,-1.58163362510821,21.6,599,0.638863710125316,0.0693191698095229,64.2599193909539,-1.84904335711243,0.217654171704958,2424
"270","Joe Burrow",2020,2020,0.665292747429944,0.0749009143578469,75.1,2.10073507409923,21.9,453,0.96144033799869,0.11969978598596,88.4529583211892,4.27018863413141,0.222836095764273,3504
"271","Geno Smith",2022,2013,0.663431611902983,0.02786064658428,79.3,5.91622968887713,21.1,693,0.620082236201769,-0.023721947980981,71.7340005560189,1.85478331579015,0.199714693295292,3719
"272","Jay Cutler",2015,2006,0.66320650225437,0.0733213032798666,75.1,2.27604582750225,14.4,527,0.609306851373976,0.00151636696416419,68.8570619404349,0.853191268363745,0.174986580783682,5575
"273","Vince Young",2009,2006,0.662084195703016,0.0985479276206125,72.7,-0.917974442947568,10.6,298,0.467286316164229,-0.00206187246685713,61.8527146464646,-0.975633373872729,0.176113360323887,1655
"274","David Garrard",2010,2002,0.661732438196722,0.0722075020520717,75.1,4.41700017995597,20.1,421,0.779489288723323,0.0599047501638168,73.5797187899446,3.11655915570993,0.192399049881235,2463
"275","Justin Herbert",2022,2020,0.660148122581503,0.0405918704950326,77.9,0.778771990928357,14.2,812,0.916847081363501,0.0880793321491553,83.5201348988259,0.290545894438753,0.168914123491838,4098
"276","Carson Palmer",2007,2003,0.659229830867515,0.0768395097713337,74.5,5.33236372876039,11.7,596,0.740883921606478,0.0567269516676051,71.333719938598,2.06947404338791,0.156570841889117,5904
"277","Teddy Bridgewater",2019,2014,0.659180094999767,0.0887530222586188,73.4,0.407689538868991,16.2,220,0.717285920985617,0.0486039204260432,70.6217661691542,2.27714308156756,0.183189655172414,2449
